Price,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA,AMZN,BTC-USD,GOOG,META,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-01,178.22000122070312,62440.6328125,138.0800018310547,502.29998779296875,202.63999938964844,0.0,0.0,0.0,0.0,0.0,178.72999572753906,63155.1015625,140.0,504.25,204.52000427246094,176.07000732421875,60802.52734375,137.97500610351562,491.8500061035156,198.5,176.75,61168.0625,139.61000061035156,492.1099853515625,200.52000427246094,0.0,0.0,0.0,0.0,0.0,31956200.0,40186368423,28522000.0,16273600.0,82099200.0
2024-03-02,,62029.84765625,,,,,0.0,,,,,62458.69921875,,,,,61657.2890625,,,,,62431.65234375,,,,,0.0,,,,,23888473685,,,
2024-03-03,,63167.37109375,,,,,0.0,,,,,63230.2109375,,,,,61435.0234375,,,,,62031.578125,,,,,0.0,,,,,26253811450,,,
2024-03-04,177.5800018310547,68330.4140625,134.1999969482422,498.19000244140625,188.13999938964844,0.0,0.0,0.0,0.0,0.0,180.13999938964844,68537.03125,136.6300048828125,504.4200134277344,199.75,177.49000549316406,62386.51953125,132.86000061035156,496.4200134277344,186.72000122070312,177.52999877929688,63137.00390625,136.5399932861328,503.0,198.72999572753906,0.0,0.0,0.0,0.0,0.0,37381500.0,70670471105,43571500.0,12324100.0,134334900.0
2024-03-05,174.1199951171875,63801.19921875,133.77999877929688,490.2200012207031,180.74000549316406,0.0,0.0,0.0,0.0,0.0,176.92999267578125,69170.625,134.02000427246094,495.5799865722656,184.58999633789062,173.3000030517578,59323.91015625,131.5500030517578,487.8900146484375,177.57000732421875,176.92999267578125,68341.0546875,132.74000549316406,495.0,183.0500030517578,0.0,0.0,0.0,0.0,0.0,37228300.0,102802940877,28447600.0,15325300.0,119660800.0
2024-03-06,173.50999450683594,66106.8046875,132.55999755859375,496.0899963378906,176.5399932861328,0.0,0.0,0.0,0.0,0.0,176.4600067138672,67637.9296875,134.74000549316406,502.9700012207031,181.5800018310547,173.25999450683594,62848.671875,131.9499969482422,494.2900085449219,173.6999969482422,175.5399932861328,63776.05078125,134.24000549316406,497.6300048828125,179.99000549316406,0.0,0.0,0.0,0.0,0.0,32090900.0,68750229073,23175200.0,11757900.0,107920900.0
2024-03-07,176.82000732421875,66925.484375,135.24000549316406,512.1900024414062,178.64999389648438,0.0,0.0,0.0,0.0,0.0,177.99000549316406,68029.921875,135.82000732421875,519.8499755859375,180.0399932861328,173.72000122070312,65655.53125,132.66000366210938,501.3800048828125,173.6999969482422,174.8300018310547,66099.7421875,133.88999938964844,503.2799987792969,174.35000610351562,0.0,0.0,0.0,0.0,0.0,34063300.0,46989543159,24107300.0,18586400.0,102129000.0
2024-03-08,175.35000610351562,68300.09375,136.2899932861328,505.95001220703125,175.33999633789062,0.0,0.0,0.0,0.0,0.0,178.7899932861328,70083.0546875,138.98500061035156,523.5700073242188,182.72999572753906,174.3300018310547,66230.453125,134.8000030517578,499.3500061035156,174.6999969482422,176.44000244140625,66938.09375,135.03500366210938,514.1900024414062,181.5,0.0,0.0,0.0,0.0,0.0,37853500.0,59202881172,26472400.0,18575200.0,85315300.0
2024-03-09,,68498.8828125,,,,,0.0,,,,,68673.0546875,,,,,68053.125,,,,,68299.2578125,,,,,0.0,,,,,21609650379,,,
2024-03-10,,69019.7890625,,,,,0.0,,,,,70005.203125,,,,,68239.9765625,,,,,68500.2578125,,,,,0.0,,,,,35683977532,,,
2024-03-11,171.9600067138672,72123.90625,138.94000244140625,483.5899963378906,177.77000427246094,0.0,0.0,0.0,0.0,0.0,174.47000122070312,72850.7109375,139.97999572753906,497.32000732421875,182.8699951171875,171.47000122070312,67194.8828125,137.07000732421875,476.0,174.8000030517578,174.30999755859375,69020.546875,137.07000732421875,497.010009765625,175.4499969482422,0.0,0.0,0.0,0.0,0.0,28484800.0,65716656765,22536400.0,20428300.0,85391500.0
2024-03-12,175.38999938964844,71481.2890625,139.6199951171875,499.75,177.5399932861328,0.0,0.0,0.0,0.0,0.0,176.75999450683594,72825.65625,140.27999877929688,502.30999755859375,179.42999267578125,171.97999572753906,68728.8515625,138.2100067138672,484.7300109863281,172.41000366210938,173.5,72125.125,138.25,493.260009765625,177.77000427246094,0.0,0.0,0.0,0.0,0.0,36610600.0,62554434520,19019700.0,15448200.0,87391700.0
2024-03-13,176.55999755859375,73083.5,140.77000427246094,495.57000732421875,169.47999572753906,0.0,0.0,0.0,0.0,0.0,177.6199951171875,73637.4765625,142.19000244140625,500.9800109863281,176.0500030517578,175.5500030517578,71334.09375,140.00999450683594,491.0299987792969,169.14999389648438,175.89999389648438,71482.1171875,140.05999755859375,495.3900146484375,173.0500030517578,0.0,0.0,0.0,0.0,0.0,30772600.0,48212536929,19637000.0,12090700.0,106524500.0
2024-03-14,178.75,71396.59375,144.33999633789062,491.8299865722656,162.5,0.0,0.0,0.0,0.0,0.0,179.52999877929688,73750.0703125,144.72999572753906,501.3500061035156,171.1699981689453,176.47000122070312,68563.0234375,141.48500061035156,488.1600036621094,160.50999450683594,177.69000244140625,73079.375,142.3000030517578,500.260009765625,167.77000427246094,0.0,0.0,0.0,0.0,0.0,43705800.0,59594605698,36117900.0,12620000.0,126325700.0
2024-03-15,174.4199981689453,69403.7734375,142.1699981689453,484.1000061035156,163.57000732421875,0.0,0.0,0.0,0.0,0.0,177.92999267578125,72357.1328125,144.33999633789062,491.8299865722656,165.17999267578125,173.89999389648438,65630.6953125,141.1300048828125,481.29998779296875,160.75999450683594,176.63999938964844,71387.875,143.41000366210938,489.010009765625,163.16000366210938,0.0,0.0,0.0,0.0,0.0,72115500.0,78320453976,41025900.0,29141700.0,96971900.0
2024-03-16,,65315.1171875,,,,,0.0,,,,,70046.2734375,,,,,64801.39453125,,,,,69392.484375,,,,,0.0,,,,,46842198371,,,
2024-03-17,,68390.625,,,,,0.0,,,,,68845.71875,,,,,64545.31640625,,,,,65316.34375,,,,,0.0,,,,,44716864318,,,
2024-03-18,174.47999572753906,67548.59375,148.47999572753906,496.9800109863281,173.8000030517578,0.0,0.0,0.0,0.0,0.0,176.69000244140625,68897.1328125,152.92999267578125,497.4200134277344,174.72000122070312,174.27999877929688,66594.2265625,148.13999938964844,486.80999755859375,165.89999389648438,175.8000030517578,68371.3046875,149.3699951171875,491.9100036621094,170.02000427246094,0.0,0.0,0.0,0.0,0.0,31250700.0,49261579492,47676700.0,11755300.0,108214400.0
2024-03-19,175.89999389648438,61912.7734375,147.9199981689453,496.239990234375,171.32000732421875,0.0,0.0,0.0,0.0,0.0,176.08999633789062,68106.9296875,149.6199951171875,496.6300048828125,172.82000732421875,173.52000427246094,61536.1796875,147.00999450683594,481.2799987792969,167.4199981689453,174.22000122070312,67556.1328125,148.97999572753906,488.1700134277344,172.36000061035156,0.0,0.0,0.0,0.0,0.0,26880900.0,74215844794,17748400.0,10903100.0,77271400.0
2024-03-20,178.14999389648438,67913.671875,149.67999267578125,505.5199890136719,175.66000366210938,0.0,0.0,0.0,0.0,0.0,178.52999877929688,68115.2578125,149.75999450683594,508.20001220703125,176.25,174.63999938964844,60807.78515625,147.6649932861328,495.1700134277344,170.82000732421875,176.13999938964844,61930.15625,148.7899932861328,499.5,173.0,0.0,0.0,0.0,0.0,0.0,29947200.0,66792634382,17730000.0,11711100.0,83846700.0
2024-03-21,178.14999389648438,65491.390625,148.74000549316406,507.760009765625,172.82000732421875,0.0,0.0,0.0,0.0,0.0,181.4199981689453,68199.9921875,151.30499267578125,515.0399780273438,178.17999267578125,178.14999389648438,64580.91796875,148.00999450683594,506.010009765625,171.8000030517578,179.99000549316406,67911.5859375,150.32000732421875,514.7100219726562,176.38999938964844,0.0,0.0,0.0,0.0,0.0,32824300.0,44480350565,19843900.0,9712500.0,73178000.0
2024-03-22,178.8699951171875,63778.76171875,151.77000427246094,509.5799865722656,170.8300018310547,0.0,0.0,0.0,0.0,0.0,179.25999450683594,66623.75,152.55999755859375,509.9700012207031,171.1999969482422,176.75,62355.37109375,150.08999633789062,504.3399963378906,166.3000030517578,177.75,65489.9296875,150.24000549316406,507.0,166.69000244140625,0.0,0.0,0.0,0.0,0.0,27964100.0,41401116964,19226300.0,8117000.0,75454700.0
2024-03-23,,64062.203125,,,,,0.0,,,,,65976.3984375,,,,,63038.4921875,,,,,63802.72265625,,,,,0.0,,,,,24738964812,,,
2024-03-24,,67234.171875,,,,,0.0,,,,,67622.7578125,,,,,63825.8515625,,,,,64070.75390625,,,,,0.0,,,,,27206630673,,,
2024-03-25,179.7100067138672,69958.8125,151.14999389648438,503.0199890136719,172.6300048828125,0.0,0.0,0.0,0.0,0.0,180.99000549316406,71162.59375,151.45599365234375,507.2200012207031,175.24000549316406,177.24000549316406,66414.8359375,148.8000030517578,500.239990234375,168.72999572753906,178.00999450683594,67234.09375,150.9499969482422,505.7900085449219,168.75999450683594,0.0,0.0,0.0,0.0,0.0,29815500.0,42700139523,15114700.0,8380600.0,74228600.0
2024-03-26,178.3000030517578,69987.8359375,151.6999969482422,495.8900146484375,177.6699981689453,0.0,0.0,0.0,0.0,0.0,180.4499969482422,71535.7421875,153.1999969482422,510.0,184.25,177.9499969482422,69335.609375,151.02999877929688,495.2099914550781,177.3800048828125,180.14999389648438,69931.328125,151.24000549316406,505.1300048828125,178.5800018310547,0.0,0.0,0.0,0.0,0.0,29659000.0,36010437368,19312700.0,11205400.0,113186200.0
2024-03-27,179.8300018310547,69455.34375,151.94000244140625,493.8599853515625,179.8300018310547,0.0,0.0,0.0,0.0,0.0,180.0,71727.6875,152.69000244140625,499.8900146484375,181.91000366210938,177.30999755859375,68381.9296875,150.1300048828125,488.07000732421875,176.0,179.8800048828125,69991.8984375,152.14500427246094,499.29998779296875,181.41000366210938,0.0,0.0,0.0,0.0,0.0,33272600.0,40827113309,16622000.0,9989700.0,81804000.0
2024-03-28,180.3800048828125,70744.953125,152.25999450683594,485.5799865722656,175.7899932861328,0.0,0.0,0.0,0.0,0.0,181.6999969482422,71546.0234375,152.6699981689453,492.8900146484375,179.57000732421875,179.25999450683594,68895.5078125,151.3300018310547,485.1499938964844,175.3000030517578,180.1699981689453,69452.7734375,152.0,492.8399963378906,177.4499969482422,0.0,0.0,0.0,0.0,0.0,38051600.0,34374900617,21105600.0,15212800.0,77654800.0
2024-03-29,,69892.828125,,,,,0.0,,,,,70913.09375,,,,,69076.65625,,,,,70744.796875,,,,,0.0,,,,,25230851763,,,
2024-03-30,,69645.3046875,,,,,0.0,,,,,70355.4921875,,,,,69601.0625,,,,,69893.4453125,,,,,0.0,,,,,17130241883,,,
2024-03-31,,71333.6484375,,,,,0.0,,,,,71377.78125,,,,,69624.8671875,,,,,69647.78125,,,,,0.0,,,,,20050941373,,,
2024-04-01,180.97000122070312,69702.1484375,156.5,491.3500061035156,175.22000122070312,0.0,0.0,0.0,0.0,0.0,183.0,71342.09375,157.0,497.42999267578125,176.75,179.9499969482422,68110.6953125,151.64999389648438,481.7799987792969,170.2100067138672,180.7899932861328,71333.484375,151.8300018310547,487.20001220703125,176.1699981689453,0.0,0.0,0.0,0.0,0.0,29138900.0,34873527352,24447800.0,9236300.0,81330700.0
2024-04-02,179.78500366210938,65903.7890625,154.52000427246094,488.80999755859375,165.71499633789062,0.0,0.0,0.0,0.0,0.0,180.14439392089844,69694.046875,155.27999877929688,493.1300048828125,167.19000244140625,178.37620544433594,64610.96875,153.4600067138672,484.6499938964844,163.42999267578125,179.093994140625,69694.046875,154.7899932861328,485.0,164.68899536132812,0.0,0.0,0.0,0.0,0.0,11008292.0,48066465792,7085420.0,3986800.0,63023705.0
